"TEV";"MHO";"MG05";"MG02";"MG58";"GADC041"
"2019";"09";"Záhony vasút";"Albánia";"Belépő";2
"2019";"09";"Záhony vasút";"Albánia";"Kilépő";1
"2019";"09";"Záhony vasút";"Ausztrália";"Belépő";6
"2019";"09";"Záhony vasút";"Ausztrália";"Kilépő";1
"2019";"09";"Záhony vasút";"Ausztria";"Belépő";78
"2019";"09";"Záhony vasút";"Ausztria";"Kilépő";87
"2019";"09";"Záhony vasút";"Azerbajdzsán";"Kilépő";1
"2019";"09";"Záhony vasút";"Belgium";"Belépő";1
"2019";"09";"Záhony vasút";"Bosznia-Hercegovina";"Kilépő";1
"2019";"09";"Záhony vasút";"Brazilia";"Belépő";3
"2019";"09";"Záhony vasút";"Brazilia";"Kilépő";2
"2019";"09";"Záhony vasút";"Bulgária";"Belépő";1
"2019";"09";"Záhony vasút";"Csehország";"Belépő";10
"2019";"09";"Záhony vasút";"Csehország";"Kilépő";9
"2019";"09";"Záhony vasút";"Dánia";"Kilépő";2
"2019";"09";"Záhony vasút";"Egyesült Királyság";"Belépő";12
"2019";"09";"Záhony vasút";"Egyesült Királyság";"Kilépő";18
"2019";"09";"Záhony vasút";"Észak-Macedónia";"Belépő";3
"2019";"09";"Záhony vasút";"Észtország";"Belépő";1
"2019";"09";"Záhony vasút";"Fehéroroszország";"Belépő";2
"2019";"09";"Záhony vasút";"Fehéroroszország";"Kilépő";1
"2019";"09";"Záhony vasút";"Finnország";"Belépő";1
"2019";"09";"Záhony vasút";"Finnország";"Kilépő";2
"2019";"09";"Záhony vasút";"Franciaország";"Belépő";6
"2019";"09";"Záhony vasút";"Franciaország";"Kilépő";4
"2019";"09";"Záhony vasút";"Grúzia";"Belépő";1
"2019";"09";"Záhony vasút";"Hollandia";"Belépő";4
"2019";"09";"Záhony vasút";"Hollandia";"Kilépő";11
"2019";"09";"Záhony vasút";"Horvátország";"Belépő";2
"2019";"09";"Záhony vasút";"Horvátország";"Kilépő";2
"2019";"09";"Záhony vasút";"India";"Belépő";1
"2019";"09";"Záhony vasút";"India";"Kilépő";1
"2019";"09";"Záhony vasút";"Irország";"Kilépő";2
"2019";"09";"Záhony vasút";"Izrael";"Belépő";22
"2019";"09";"Záhony vasút";"Izrael";"Kilépő";37
"2019";"09";"Záhony vasút";"Japán";"Belépő";8
"2019";"09";"Záhony vasút";"Japán";"Kilépő";6
"2019";"09";"Záhony vasút";"Kanada";"Belépő";6
"2019";"09";"Záhony vasút";"Kanada";"Kilépő";8
"2019";"09";"Záhony vasút";"Kenya";"Belépő";1
"2019";"09";"Záhony vasút";"Koreai Közt.";"Belépő";1
"2019";"09";"Záhony vasút";"Koreai Közt.";"Kilépő";1
"2019";"09";"Záhony vasút";"Lengyelország";"Belépő";7
"2019";"09";"Záhony vasút";"Lengyelország";"Kilépő";3
"2019";"09";"Záhony vasút";"Lettország";"Belépő";1
"2019";"09";"Záhony vasút";"Lettország";"Kilépő";2
"2019";"09";"Záhony vasút";"Libanon";"Belépő";1
"2019";"09";"Záhony vasút";"Libanon";"Kilépő";1
"2019";"09";"Záhony vasút";"Litvánia";"Belépő";3
"2019";"09";"Záhony vasút";"Magyarország";"Belépő";8213
"2019";"09";"Záhony vasút";"Magyarország";"Kilépő";6146
"2019";"09";"Záhony vasút";"Málta";"Belépő";2
"2019";"09";"Záhony vasút";"Marokkó";"Kilépő";1
"2019";"09";"Záhony vasút";"Mexikó";"Belépő";1
"2019";"09";"Záhony vasút";"Mexikó";"Kilépő";1
"2019";"09";"Záhony vasút";"Moldávia";"Belépő";1
"2019";"09";"Záhony vasút";"Moldávia";"Kilépő";6
"2019";"09";"Záhony vasút";"Németország";"Belépő";82
"2019";"09";"Záhony vasút";"Németország";"Kilépő";54
"2019";"09";"Záhony vasút";"Norvégia";"Belépő";3
"2019";"09";"Záhony vasút";"Olaszország";"Belépő";2
"2019";"09";"Záhony vasút";"Olaszország";"Kilépő";5
"2019";"09";"Záhony vasút";"Oroszország";"Belépő";15
"2019";"09";"Záhony vasút";"Oroszország";"Kilépő";25
"2019";"09";"Záhony vasút";"Portugália";"Belépő";5
"2019";"09";"Záhony vasút";"Románia";"Belépő";3
"2019";"09";"Záhony vasút";"Románia";"Kilépő";5
"2019";"09";"Záhony vasút";"Spanyolország";"Belépő";9
"2019";"09";"Záhony vasút";"Spanyolország";"Kilépő";3
"2019";"09";"Záhony vasút";"Svájc";"Belépő";55
"2019";"09";"Záhony vasút";"Svájc";"Kilépő";26
"2019";"09";"Záhony vasút";"Svédország";"Belépő";3
"2019";"09";"Záhony vasút";"Svédország";"Kilépő";2
"2019";"09";"Záhony vasút";"Szerbia";"Belépő";14
"2019";"09";"Záhony vasút";"Szerbia";"Kilépő";7
"2019";"09";"Záhony vasút";"Szlovákia";"Belépő";4
"2019";"09";"Záhony vasút";"Szlovákia";"Kilépő";4
"2019";"09";"Záhony vasút";"Szlovénia";"Belépő";1
"2019";"09";"Záhony vasút";"Szlovénia";"Kilépő";1
"2019";"09";"Záhony vasút";"Tajvan";"Kilépő";1
"2019";"09";"Záhony vasút";"Ukrajna";"Belépő";7196
"2019";"09";"Záhony vasút";"Ukrajna";"Kilépő";5034
"2019";"09";"Záhony vasút";"USA";"Belépő";60
"2019";"09";"Záhony vasút";"USA";"Kilépő";32
"2019";"09";"Záhony vasút";"Zimbabwe";"Kilépő";1
"2019";"10";"Ásotthalom közút";"Ausztria";"Belépő";454
"2019";"10";"Ásotthalom közút";"Ausztria";"Kilépő";315
"2019";"10";"Ásotthalom közút";"Belgium";"Belépő";8
"2019";"10";"Ásotthalom közút";"Belgium";"Kilépő";7
"2019";"10";"Ásotthalom közút";"Bulgária";"Belépő";107
"2019";"10";"Ásotthalom közút";"Bulgária";"Kilépő";66
"2019";"10";"Ásotthalom közút";"Csehország";"Belépő";84
"2019";"10";"Ásotthalom közút";"Csehország";"Kilépő";27
"2019";"10";"Ásotthalom közút";"Dánia";"Belépő";1
"2019";"10";"Ásotthalom közút";"Dánia";"Kilépő";1
"2019";"10";"Ásotthalom közút";"Egyesült Királyság";"Belépő";1
"2019";"10";"Ásotthalom közút";"Egyesült Királyság";"Kilépő";11
"2019";"10";"Ásotthalom közút";"Franciaország";"Belépő";8
"2019";"10";"Ásotthalom közút";"Franciaország";"Kilépő";10
"2019";"10";"Ásotthalom közút";"Görögország";"Belépő";16
"2019";"10";"Ásotthalom közút";"Görögország";"Kilépő";8
"2019";"10";"Ásotthalom közút";"Hollandia";"Belépő";36
"2019";"10";"Ásotthalom közút";"Hollandia";"Kilépő";24
"2019";"10";"Ásotthalom közút";"Horvátország";"Belépő";393
"2019";"10";"Ásotthalom közút";"Horvátország";"Kilépő";267
"2019";"10";"Ásotthalom közút";"Lengyelország";"Belépő";56
"2019";"10";"Ásotthalom közút";"Lengyelország";"Kilépő";6
"2019";"10";"Ásotthalom közút";"Litvánia";"Belépő";1
"2019";"10";"Ásotthalom közút";"Magyarország";"Belépő";12429
"2019";"10";"Ásotthalom közút";"Magyarország";"Kilépő";10649
"2019";"10";"Ásotthalom közút";"Németország";"Belépő";408
"2019";"10";"Ásotthalom közút";"Németország";"Kilépő";234
"2019";"10";"Ásotthalom közút";"Norvégia";"Belépő";13
"2019";"10";"Ásotthalom közút";"Norvégia";"Kilépő";6
"2019";"10";"Ásotthalom közút";"Olaszország";"Belépő";17
"2019";"10";"Ásotthalom közút";"Olaszország";"Kilépő";5
"2019";"10";"Ásotthalom közút";"Románia";"Belépő";19
"2019";"10";"Ásotthalom közút";"Románia";"Kilépő";24
"2019";"10";"Ásotthalom közút";"Spanyolország";"Belépő";2
"2019";"10";"Ásotthalom közút";"Svájc";"Belépő";30
"2019";"10";"Ásotthalom közút";"Svájc";"Kilépő";20
"2019";"10";"Ásotthalom közút";"Svédország";"Belépő";33
"2019";"10";"Ásotthalom közút";"Svédország";"Kilépő";19
"2019";"10";"Ásotthalom közút";"Szerbia";"Belépő";11322
"2019";"10";"Ásotthalom közút";"Szerbia";"Kilépő";7058
"2019";"10";"Ásotthalom közút";"Szlovákia";"Belépő";166
"2019";"10";"Ásotthalom közút";"Szlovákia";"Kilépő";81
"2019";"10";"Ásotthalom közút";"Szlovénia";"Belépő";12
"2019";"10";"Ásotthalom közút";"Szlovénia";"Kilépő";12
"2019";"10";"Ásotthalom közút";"Törökország";"Belépő";1
"2019";"10";"Ásotthalom közút";"Törökország";"Kilépő";1
"2019";"10";"Bácsalmás közút";"Ausztria";"Belépő";270
"2019";"10";"Bácsalmás közút";"Ausztria";"Kilépő";179
"2019";"10";"Bácsalmás közút";"Belgium";"Belépő";4
"2019";"10";"Bácsalmás közút";"Belgium";"Kilépő";1
"2019";"10";"Bácsalmás közút";"Bulgária";"Belépő";22
"2019";"10";"Bácsalmás közút";"Bulgária";"Kilépő";41
"2019";"10";"Bácsalmás közút";"Csehország";"Belépő";14
"2019";"10";"Bácsalmás közút";"Csehország";"Kilépő";13
"2019";"10";"Bácsalmás közút";"Egyesült Királyság";"Belépő";7
"2019";"10";"Bácsalmás közút";"Egyesült Királyság";"Kilépő";3
"2019";"10";"Bácsalmás közút";"Észtország";"Belépő";1
"2019";"10";"Bácsalmás közút";"Észtország";"Kilépő";1
"2019";"10";"Bácsalmás közút";"Franciaország";"Belépő";6
"2019";"10";"Bácsalmás közút";"Franciaország";"Kilépő";8
"2019";"10";"Bácsalmás közút";"Görögország";"Belépő";5
"2019";"10";"Bácsalmás közút";"Hollandia";"Belépő";8
"2019";"10";"Bácsalmás közút";"Hollandia";"Kilépő";7
"2019";"10";"Bácsalmás közút";"Horvátország";"Belépő";155
"2019";"10";"Bácsalmás közút";"Horvátország";"Kilépő";98
"2019";"10";"Bácsalmás közút";"Lengyelország";"Belépő";8
"2019";"10";"Bácsalmás közút";"Lengyelország";"Kilépő";5
"2019";"10";"Bácsalmás közút";"Lettország";"Belépő";10
"2019";"10";"Bácsalmás közút";"Luxemburg";"Belépő";1
"2019";"10";"Bácsalmás közút";"Magyarország";"Belépő";12814
"2019";"10";"Bácsalmás közút";"Magyarország";"Kilépő";12954
"2019";"10";"Bácsalmás közút";"Németország";"Belépő";101
"2019";"10";"Bácsalmás közút";"Németország";"Kilépő";92
"2019";"10";"Bácsalmás közút";"Norvégia";"Belépő";3
"2019";"10";"Bácsalmás közút";"Norvégia";"Kilépő";1
"2019";"10";"Bácsalmás közút";"Olaszország";"Belépő";2
"2019";"10";"Bácsalmás közút";"Olaszország";"Kilépő";4
"2019";"10";"Bácsalmás közút";"Románia";"Belépő";27
"2019";"10";"Bácsalmás közút";"Románia";"Kilépő";8
"2019";"10";"Bácsalmás közút";"Spanyolország";"Kilépő";2
"2019";"10";"Bácsalmás közút";"Svájc";"Belépő";10
"2019";"10";"Bácsalmás közút";"Svájc";"Kilépő";10
"2019";"10";"Bácsalmás közút";"Svédország";"Belépő";3
"2019";"10";"Bácsalmás közút";"Svédország";"Kilépő";5
"2019";"10";"Bácsalmás közút";"Szerbia";"Belépő";2796
"2019";"10";"Bácsalmás közút";"Szerbia";"Kilépő";1994
"2019";"10";"Bácsalmás közút";"Szlovákia";"Belépő";25
"2019";"10";"Bácsalmás közút";"Szlovákia";"Kilépő";36
"2019";"10";"Bácsalmás közút";"Szlovénia";"Belépő";34
"2019";"10";"Bácsalmás közút";"Szlovénia";"Kilépő";12
"2019";"10";"Bácsszentgyörgy közút";"Ausztria";"Belépő";107
"2019";"10";"Bácsszentgyörgy közút";"Ausztria";"Kilépő";33
"2019";"10";"Bácsszentgyörgy közút";"Bulgária";"Belépő";1
"2019";"10";"Bácsszentgyörgy közút";"Bulgária";"Kilépő";2
"2019";"10";"Bácsszentgyörgy közút";"Csehország";"Belépő";4
"2019";"10";"Bácsszentgyörgy közút";"Csehország";"Kilépő";1
"2019";"10";"Bácsszentgyörgy közút";"Egyesült Királyság";"Belépő";1
"2019";"10";"Bácsszentgyörgy közút";"Görögország";"Belépő";4
"2019";"10";"Bácsszentgyörgy közút";"Hollandia";"Belépő";2
"2019";"10";"Bácsszentgyörgy közút";"Hollandia";"Kilépő";1
"2019";"10";"Bácsszentgyörgy közút";"Horvátország";"Belépő";238
"2019";"10";"Bácsszentgyörgy közút";"Horvátország";"Kilépő";133
"2019";"10";"Bácsszentgyörgy közút";"Irország";"Belépő";2
"2019";"10";"Bácsszentgyörgy közút";"Irország";"Kilépő";3
"2019";"10";"Bácsszentgyörgy közút";"Lengyelország";"Belépő";1
"2019";"10";"Bácsszentgyörgy közút";"Lengyelország";"Kilépő";1
"2019";"10";"Bácsszentgyörgy közút";"Magyarország";"Belépő";1421
"2019";"10";"Bácsszentgyörgy közút";"Magyarország";"Kilépő";1207
"2019";"10";"Bácsszentgyörgy közút";"Németország";"Belépő";67
"2019";"10";"Bácsszentgyörgy közút";"Németország";"Kilépő";61
"2019";"10";"Bácsszentgyörgy közút";"Norvégia";"Belépő";6
"2019";"10";"Bácsszentgyörgy közút";"Norvégia";"Kilépő";4
"2019";"10";"Bácsszentgyörgy közút";"Olaszország";"Belépő";4
"2019";"10";"Bácsszentgyörgy közút";"Olaszország";"Kilépő";1
"2019";"10";"Bácsszentgyörgy közút";"Románia";"Belépő";2
"2019";"10";"Bácsszentgyörgy közút";"Románia";"Kilépő";2
"2019";"10";"Bácsszentgyörgy közút";"Svájc";"Belépő";9
"2019";"10";"Bácsszentgyörgy közút";"Svájc";"Kilépő";3
"2019";"10";"Bácsszentgyörgy közút";"Svédország";"Belépő";5
"2019";"10";"Bácsszentgyörgy közút";"Svédország";"Kilépő";1
"2019";"10";"Bácsszentgyörgy közút";"Szerbia";"Belépő";1805
"2019";"10";"Bácsszentgyörgy közút";"Szerbia";"Kilépő";868
"2019";"10";"Bácsszentgyörgy közút";"Szlovákia";"Belépő";108
"2019";"10";"Bácsszentgyörgy közút";"Szlovákia";"Kilépő";52
"2019";"10";"Bácsszentgyörgy közút";"Szlovénia";"Belépő";7
"2019";"10";"Bácsszentgyörgy közút";"Szlovénia";"Kilépő";7
"2019";"10";"Barabás közút";"Ausztria";"Belépő";11
"2019";"10";"Barabás közút";"Ausztria";"Kilépő";10
"2019";"10";"Barabás közút";"Brazilia";"Belépő";2
"2019";"10";"Barabás közút";"Bulgária";"Kilépő";3
"2019";"10";"Barabás közút";"Csehország";"Belépő";14
"2019";"10";"Barabás közút";"Csehország";"Kilépő";14
"2019";"10";"Barabás közút";"Dánia";"Belépő";2
"2019";"10";"Barabás közút";"Egyesült Királyság";"Belépő";1
"2019";"10";"Barabás közút";"Egyesült Királyság";"Kilépő";1
"2019";"10";"Barabás közút";"Fehéroroszország";"Belépő";3
"2019";"10";"Barabás közút";"Fehéroroszország";"Kilépő";2
"2019";"10";"Barabás közút";"Finnország";"Belépő";1
"2019";"10";"Barabás közút";"Finnország";"Kilépő";1
"2019";"10";"Barabás közút";"Franciaország";"Belépő";4
"2019";"10";"Barabás közút";"Franciaország";"Kilépő";3
"2019";"10";"Barabás közút";"Görögország";"Belépő";1
"2019";"10";"Barabás közút";"Grúzia";"Kilépő";3
"2019";"10";"Barabás közút";"Hollandia";"Belépő";34
"2019";"10";"Barabás közút";"Hollandia";"Kilépő";37
"2019";"10";"Barabás közút";"Hontalan";"Belépő";2
"2019";"10";"Barabás közút";"Horvátország";"Belépő";3
"2019";"10";"Barabás közút";"Horvátország";"Kilépő";1
"2019";"10";"Barabás közút";"Izrael";"Belépő";25
"2019";"10";"Barabás közút";"Izrael";"Kilépő";6
"2019";"10";"Barabás közút";"Kanada";"Belépő";2
"2019";"10";"Barabás közút";"Kanada";"Kilépő";1
"2019";"10";"Barabás közút";"Kazahsztán";"Belépő";1
"2019";"10";"Barabás közút";"Kina";"Belépő";2
"2019";"10";"Barabás közút";"Kina";"Kilépő";1
"2019";"10";"Barabás közút";"Lengyelország";"Belépő";5
"2019";"10";"Barabás közút";"Lengyelország";"Kilépő";2
"2019";"10";"Barabás közút";"Magyarország";"Belépő";14891
"2019";"10";"Barabás közút";"Magyarország";"Kilépő";13730
"2019";"10";"Barabás közút";"Mexikó";"Belépő";1
"2019";"10";"Barabás közút";"Moldávia";"Belépő";4
"2019";"10";"Barabás közút";"Moldávia";"Kilépő";4
"2019";"10";"Barabás közút";"Németország";"Belépő";33
"2019";"10";"Barabás közút";"Németország";"Kilépő";15
"2019";"10";"Barabás közút";"Olaszország";"Belépő";24
"2019";"10";"Barabás közút";"Olaszország";"Kilépő";19
"2019";"10";"Barabás közút";"Oroszország";"Belépő";14
"2019";"10";"Barabás közút";"Oroszország";"Kilépő";1
"2019";"10";"Barabás közút";"Portugália";"Belépő";2
"2019";"10";"Barabás közút";"Románia";"Belépő";25
"2019";"10";"Barabás közút";"Románia";"Kilépő";13
"2019";"10";"Barabás közút";"Spanyolország";"Belépő";5
"2019";"10";"Barabás közút";"Spanyolország";"Kilépő";5
"2019";"10";"Barabás közút";"Svájc";"Belépő";3
"2019";"10";"Barabás közút";"Svájc";"Kilépő";2
"2019";"10";"Barabás közút";"Szerbia";"Belépő";1
"2019";"10";"Barabás közút";"Szlovákia";"Belépő";25
"2019";"10";"Barabás közút";"Szlovákia";"Kilépő";13
"2019";"10";"Barabás közút";"Szlovénia";"Belépő";1
"2019";"10";"Barabás közút";"Szlovénia";"Kilépő";2
"2019";"10";"Barabás közút";"Ukrajna";"Belépő";8507
"2019";"10";"Barabás közút";"Ukrajna";"Kilépő";5700
"2019";"10";"Barabás közút";"USA";"Belépő";17
"2019";"10";"Barabás közút";"USA";"Kilépő";14
"2019";"10";"Békéscsaba légi";"Svájc";"Belépő";2
"2019";"10";"Beregsurány közút";"Albánia";"Belépő";6
"2019";"10";"Beregsurány közút";"Albánia";"Kilépő";1
"2019";"10";"Beregsurány közút";"Ausztrália";"Kilépő";1
"2019";"10";"Beregsurány közút";"Ausztria";"Belépő";89
"2019";"10";"Beregsurány közút";"Ausztria";"Kilépő";93
"2019";"10";"Beregsurány közút";"Azerbajdzsán";"Belépő";8
"2019";"10";"Beregsurány közút";"Azerbajdzsán";"Kilépő";4
"2019";"10";"Beregsurány közút";"Belgium";"Belépő";3
"2019";"10";"Beregsurány közút";"Belgium";"Kilépő";4
"2019";"10";"Beregsurány közút";"Bosznia-Hercegovina";"Belépő";24
"2019";"10";"Beregsurány közút";"Bosznia-Hercegovina";"Kilépő";29
"2019";"10";"Beregsurány közút";"Brazilia";"Belépő";3
"2019";"10";"Beregsurány közút";"Brazilia";"Kilépő";2
"2019";"10";"Beregsurány közút";"Bulgária";"Belépő";14
"2019";"10";"Beregsurány közút";"Bulgária";"Kilépő";16
"2019";"10";"Beregsurány közút";"Csehország";"Belépő";139
"2019";"10";"Beregsurány közút";"Csehország";"Kilépő";144
"2019";"10";"Beregsurány közút";"Dánia";"Belépő";1
"2019";"10";"Beregsurány közút";"Dánia";"Kilépő";2
"2019";"10";"Beregsurány közút";"Egyesült Arab Emirségek";"Belépő";6
"2019";"10";"Beregsurány közút";"Egyesült Arab Emirségek";"Kilépő";5
"2019";"10";"Beregsurány közút";"Egyesült Királyság";"Belépő";6
"2019";"10";"Beregsurány közút";"Egyesült Királyság";"Kilépő";9
"2019";"10";"Beregsurány közút";"Egyiptomi Arab Közt.";"Kilépő";1
"2019";"10";"Beregsurány közút";"Észak-Macedónia";"Belépő";6
"2019";"10";"Beregsurány közút";"Észak-Macedónia";"Kilépő";2
"2019";"10";"Beregsurány közút";"Észtország";"Belépő";3
"2019";"10";"Beregsurány közút";"Észtország";"Kilépő";5
"2019";"10";"Beregsurány közút";"Fehéroroszország";"Belépő";5
"2019";"10";"Beregsurány közút";"Fehéroroszország";"Kilépő";22
"2019";"10";"Beregsurány közút";"Finnország";"Kilépő";4
"2019";"10";"Beregsurány közút";"Franciaország";"Belépő";28
"2019";"10";"Beregsurány közút";"Franciaország";"Kilépő";24
"2019";"10";"Beregsurány közút";"Görögország";"Belépő";5
"2019";"10";"Beregsurány közút";"Görögország";"Kilépő";3
"2019";"10";"Beregsurány közút";"Grúzia";"Belépő";13
"2019";"10";"Beregsurány közút";"Grúzia";"Kilépő";10
"2019";"10";"Beregsurány közút";"Hollandia";"Belépő";39
"2019";"10";"Beregsurány közút";"Hollandia";"Kilépő";23
"2019";"10";"Beregsurány közút";"Hontalan";"Kilépő";2
"2019";"10";"Beregsurány közút";"Horvátország";"Belépő";64
"2019";"10";"Beregsurány közút";"Horvátország";"Kilépő";56
"2019";"10";"Beregsurány közút";"India";"Belépő";2
"2019";"10";"Beregsurány közút";"India";"Kilépő";1
"2019";"10";"Beregsurány közút";"Irak";"Belépő";1
"2019";"10";"Beregsurány közút";"Irország";"Belépő";1
"2019";"10";"Beregsurány közút";"Izrael";"Belépő";45
"2019";"10";"Beregsurány közút";"Izrael";"Kilépő";56
"2019";"10";"Beregsurány közút";"Japán";"Belépő";1
"2019";"10";"Beregsurány közút";"Japán";"Kilépő";1
"2019";"10";"Beregsurány közút";"Kanada";"Belépő";10
"2019";"10";"Beregsurány közút";"Kanada";"Kilépő";5
"2019";"10";"Beregsurány közút";"Kazahsztán";"Belépő";3
"2019";"10";"Beregsurány közút";"Kazahsztán";"Kilépő";8
"2019";"10";"Beregsurány közút";"Kina";"Belépő";4
"2019";"10";"Beregsurány közút";"Kina";"Kilépő";2
"2019";"10";"Beregsurány közút";"Koreai Közt.";"Belépő";1
"2019";"10";"Beregsurány közút";"Lengyelország";"Belépő";41
"2019";"10";"Beregsurány közút";"Lengyelország";"Kilépő";23
"2019";"10";"Beregsurány közút";"Lettország";"Belépő";6
"2019";"10";"Beregsurány közút";"Lettország";"Kilépő";8
"2019";"10";"Beregsurány közút";"Litvánia";"Belépő";3
"2019";"10";"Beregsurány közút";"Litvánia";"Kilépő";4
"2019";"10";"Beregsurány közút";"Magyarország";"Belépő";47708
"2019";"10";"Beregsurány közút";"Magyarország";"Kilépő";47143
"2019";"10";"Beregsurány közút";"Málta";"Belépő";1
"2019";"10";"Beregsurány közút";"Marokkó";"Belépő";1
"2019";"10";"Beregsurány közút";"Marokkó";"Kilépő";1
"2019";"10";"Beregsurány közút";"Moldávia";"Belépő";36
"2019";"10";"Beregsurány közút";"Moldávia";"Kilépő";31
"2019";"10";"Beregsurány közút";"Németország";"Belépő";328
"2019";"10";"Beregsurány közút";"Németország";"Kilépő";434
"2019";"10";"Beregsurány közút";"Norvégia";"Belépő";2
"2019";"10";"Beregsurány közút";"Olaszország";"Belépő";185
"2019";"10";"Beregsurány közút";"Olaszország";"Kilépő";147
"2019";"10";"Beregsurány közút";"Oroszország";"Belépő";126
"2019";"10";"Beregsurány közút";"Oroszország";"Kilépő";133
"2019";"10";"Beregsurány közút";"Örményország";"Belépő";4
"2019";"10";"Beregsurány közút";"Örményország";"Kilépő";5
"2019";"10";"Beregsurány közút";"Portugália";"Belépő";45
"2019";"10";"Beregsurány közút";"Portugália";"Kilépő";19
"2019";"10";"Beregsurány közút";"Románia";"Belépő";347
"2019";"10";"Beregsurány közút";"Románia";"Kilépő";282
"2019";"10";"Beregsurány közút";"Spanyolország";"Belépő";8
"2019";"10";"Beregsurány közút";"Spanyolország";"Kilépő";18
"2019";"10";"Beregsurány közút";"Svájc";"Belépő";25
"2019";"10";"Beregsurány közút";"Svájc";"Kilépő";15
"2019";"10";"Beregsurány közút";"Svédország";"Belépő";5
"2019";"10";"Beregsurány közút";"Svédország";"Kilépő";3
"2019";"10";"Beregsurány közút";"Szerbia";"Belépő";349
"2019";"10";"Beregsurány közút";"Szerbia";"Kilépő";311
"2019";"10";"Beregsurány közút";"Szlovákia";"Belépő";121
"2019";"10";"Beregsurány közút";"Szlovákia";"Kilépő";123
"2019";"10";"Beregsurány közút";"Szlovénia";"Belépő";35
"2019";"10";"Beregsurány közút";"Szlovénia";"Kilépő";46
"2019";"10";"Beregsurány közút";"Törökország";"Belépő";6
"2019";"10";"Beregsurány közút";"Törökország";"Kilépő";7
"2019";"10";"Beregsurány közút";"Tunézia";"Belépő";1
"2019";"10";"Beregsurány közút";"Tunézia";"Kilépő";2
"2019";"10";"Beregsurány közút";"Türkmenisztán";"Kilépő";2
"2019";"10";"Beregsurány közút";"Ukrajna";"Belépő";40842
"2019";"10";"Beregsurány közút";"Ukrajna";"Kilépő";42689
"2019";"10";"Beregsurány közút";"USA";"Belépő";26
"2019";"10";"Beregsurány közút";"USA";"Kilépő";30
"2019";"10";"Beregsurány közút";"Üzbegisztán";"Kilépő";1
"2019";"10";"Budaőrs légi";"Magyarország";"Belépő";5
"2019";"10";"Budaőrs légi";"Magyarország";"Kilépő";5
"2019";"10";"Budapest légi I.";"Ausztria";"Belépő";9
"2019";"10";"Budapest légi I.";"Ausztria";"Kilépő";10
"2019";"10";"Budapest légi I.";"Belgium";"Belépő";9
"2019";"10";"Budapest légi I.";"Bulgária";"Belépő";7
"2019";"10";"Budapest légi I.";"Bulgária";"Kilépő";5
"2019";"10";"Budapest légi I.";"Ciprus";"Belépő";7
"2019";"10";"Budapest légi I.";"Ciprus";"Kilépő";5
"2019";"10";"Budapest légi I.";"Csehország";"Belépő";4
"2019";"10";"Budapest légi I.";"Csehország";"Kilépő";6
"2019";"10";"Budapest légi I.";"Egyesült Királyság";"Belépő";30
"2019";"10";"Budapest légi I.";"Egyesült Királyság";"Kilépő";24
"2019";"10";"Budapest légi I.";"Észtország";"Belépő";7
"2019";"10";"Budapest légi I.";"Észtország";"Kilépő";8
"2019";"10";"Budapest légi I.";"Finnország";"Belépő";1
"2019";"10";"Budapest légi I.";"Franciaország";"Belépő";5
"2019";"10";"Budapest légi I.";"Franciaország";"Kilépő";12
"2019";"10";"Budapest légi I.";"Görögország";"Belépő";10
"2019";"10";"Budapest légi I.";"Görögország";"Kilépő";8
"2019";"10";"Budapest légi I.";"Hollandia";"Belépő";6
"2019";"10";"Budapest légi I.";"Hollandia";"Kilépő";2
"2019";"10";"Budapest légi I.";"Horvátország";"Belépő";2
"2019";"10";"Budapest légi I.";"Horvátország";"Kilépő";3
"2019";"10";"Budapest légi I.";"Irország";"Belépő";6
"2019";"10";"Budapest légi I.";"Irország";"Kilépő";6
"2019";"10";"Budapest légi I.";"Lengyelország";"Belépő";8
"2019";"10";"Budapest légi I.";"Lengyelország";"Kilépő";7
"2019";"10";"Budapest légi I.";"Lettország";"Kilépő";1
"2019";"10";"Budapest légi I.";"Litvánia";"Belépő";2
"2019";"10";"Budapest légi I.";"Litvánia";"Kilépő";2
"2019";"10";"Budapest légi I.";"Luxemburg";"Kilépő";2
"2019";"10";"Budapest légi I.";"Magyarország";"Belépő";303
"2019";"10";"Budapest légi I.";"Magyarország";"Kilépő";314
"2019";"10";"Budapest légi I.";"Németország";"Belépő";9
"2019";"10";"Budapest légi I.";"Németország";"Kilépő";17
"2019";"10";"Budapest légi I.";"Olaszország";"Belépő";6
"2019";"10";"Budapest légi I.";"Olaszország";"Kilépő";11
"2019";"10";"Budapest légi I.";"Portugália";"Belépő";4
"2019";"10";"Budapest légi I.";"Portugália";"Kilépő";3
"2019";"10";"Budapest légi I.";"Románia";"Belépő";16
"2019";"10";"Budapest légi I.";"Románia";"Kilépő";20
"2019";"10";"Budapest légi I.";"Spanyolország";"Belépő";9
"2019";"10";"Budapest légi I.";"Spanyolország";"Kilépő";10
"2019";"10";"Budapest légi I.";"Svájc";"Belépő";6
"2019";"10";"Budapest légi I.";"Svájc";"Kilépő";2
"2019";"10";"Budapest légi I.";"Svédország";"Belépő";1
"2019";"10";"Budapest légi I.";"Svédország";"Kilépő";2
"2019";"10";"Budapest légi I.";"Szlovákia";"Belépő";4
"2019";"10";"Budapest légi I.";"Szlovákia";"Kilépő";2
"2019";"10";"Budapest légi I.";"Szlovénia";"Belépő";3
"2019";"10";"Budapest légi II.";"Afganisztán";"Belépő";31
